time,longitude,latitude,altitude_1,speed_1
1441131620,-86.815321,36.1684328,140,0
1441131625,-86.815321,36.1684328,140,0
1441131630,-86.815321,36.1684328,140,0
1441131635,-86.815321,36.1684328,140,0
1441131640,-86.815321,36.1684328,140,0
1441131645,-86.815321,36.1684328,140,0
1441131650,-86.815321,36.1684328,140,0
1441131655,-86.815321,36.1684328,140,0
1441131660,-86.815321,36.1684328,140,0
1441131665,-86.815321,36.1684328,140,0
1441131670,-86.815321,36.1684328,140,0
1441131675,-86.815321,36.1684328,140,0
1441131680,-86.815321,36.1684328,140,0
1441131685,-86.815321,36.1684328,140,0
1441131690,-86.815321,36.1684328,140,0
1441131695,-86.815321,36.1684328,140,0
1441131700,-86.815321,36.1684328,140,0
1441131705,-86.815321,36.1684328,140,0
1441131710,-86.815321,36.1684328,140,0
1441131715,-86.815321,36.1684328,140,0
1441131720,-86.815321,36.1684328,140,0
1441131725,-86.815321,36.1684328,140,0
1441131730,-86.815321,36.1684328,140,0
1441131735,-86.815321,36.1684328,140,0
1441131740,-86.815321,36.1684328,140,0
1441131745,-86.815321,36.1684328,140,0
1441131750,-86.815321,36.1684328,140,0
1441131755,-86.815321,36.1684328,140,0
1441131760,-86.815321,36.1684328,140,0
1441131765,-86.815321,36.1684328,140,0
1441131770,-86.815321,36.1684328,140,0
1441131775,-86.815321,36.1684328,140,0
1441131780,-86.815321,36.1684328,140,0
1441131785,-86.815321,36.1684328,140,0
1441131790,-86.815321,36.1684328,140,0
1441131795,-86.815321,36.1684328,140,0
1441131800,-86.815321,36.1684328,140,0
1441131805,-86.815321,36.1684328,140,0
1441131810,-86.815321,36.1684328,140,0
1441131815,-86.815321,36.1684328,140,0
1441131820,-86.815321,36.1684328,140,0
1441131825,-86.815321,36.1684328,140,0
1441131830,-86.815321,36.1684328,140,0
